post_id,sentence,true_label,logits
1090690524141576193_twitter,<user> some people are just retarded like that,offensive,[-0.5986917   0.27057773  1.4598932 ]
1090741502320488448_twitter,i just know that gays with airpods are gonna cheat on me,offensive,[-0.7753173   1.1234987   0.39068162]
1091006799828930560_twitter,glassboro mcdonald ’ ghetto just like millville got me getting smart with people early in the morning,offensive,[-0.43967137  0.29875237  0.89698005]
1091513903756980224_twitter,<user> im buying a pair in support of hoping to offend more muslims,offensive,[-1.072114    1.3636501   0.60614353]
1092406126350647296_twitter,tomi lahren is the epitome of the white bitches all our folks wanted us to avoid,offensive,[-0.3384574   0.25723812  0.86702746]
1092441251776024576_twitter,you white with pink nasty locs or w e you wanna call those yo i wanna kick this bitch,offensive,[ 0.33559477 -0.25652498  0.16833535]
1092772320786214912_twitter,<user> <user> stupid sand niggers,hatespeech,[ 0.1131226 -0.1665984  0.4785938]
1093192149632454659_twitter,and i hate you “ it ’ a class in here ” bitch you see students coming in that ’ not in yo class right,offensive,[-0.8438311  0.5833282  1.1230386]
1093220213758312448_twitter,<user> i do not knock doors but it only because i am a bad bitch 😂 😂 😂,normal,[-1.1918046   1.658405    0.61488265]
1093632039864160257_twitter,<user> he ’ delusional trying to say that jews built the pyramids what a joke,offensive,[-0.7371409   0.75328743  0.62376124]
1094842390177894400_twitter,every job in the world exists solely to make a white woman life better,offensive,[-0.7454106   0.9610196   0.50046575]
1094921710032338944_twitter,radio news report this morning referenced “ law abiding illegal immigrants ” unbelievable you can ’ t make this stuff up journalism is dead,normal,[-0.7114406  0.6639522  0.8491697]
1095096665667600384_twitter,<user> right here bro found jesus whos not just a prophet howz life u an ex muslim too from yeg,normal,[-0.81413966  1.1124742   0.49970508]
1095912691535933441_twitter,these hoes really be talking bout another hoe and still be in that hoe face,offensive,[-1.0218453  0.7000626  1.3605753]
1096280816596860928_twitter,who do bitches in horror movies always have huge houses like cmon we know you can ’ t cover those property taxes,offensive,[-0.7068672  0.6552529  0.8637133]
1096883267175940096_twitter,when i get married i want my wedding to be like the one off crazy rich asians,normal,[-0.65536255  1.0051068   0.29047093]
1097012359481053185_twitter,<user> what if the sugar gramp was a ss soilder who killed hundreds of jews but is a multi billionaire 🤔,hatespeech,[-0.3124679   0.39017528  0.56391615]
1097529240327778310_twitter,spss is a fucking joke,offensive,[-0.61027384  0.963839    0.27483657]
1098170218055122944_twitter,<user> i wonder how the newspapers defined obvious racism as economic anxiety in germany as the nazis rose to power p,normal,[-0.9343939  1.2627672  0.4867931]
1098480747571277824_twitter,<user> she looks retarded,offensive,[-0.67251587  0.25431103  1.7184924 ]
1100370306147901440_twitter,let cut the bs and call it like it is htpps :// theamericanguard org <number> <number> <number> the democrat partys black holocaust,normal,[-0.56998676  0.85977036  0.3716031 ]
1100389613074558976_twitter,<user> not low class they enjoy to get fucked by muslims,hatespeech,[-0.5457933  0.4579907  0.7188763]
11012135_gab,all you so called jewish people and asians you actually white supremes,hatespeech,[-0.72304267  1.1961327   0.22043276]
1102795985951043584_twitter,rt mindtendencies2 those who hate you for being real usually love your mask,normal,[-0.59026486  0.84359413  0.28741354]
1103385226921762816_twitter,<user> <user> well she ’ muslim so of course she hates the jews jew hatred is one of the defining feature of islam,hatespeech,[-0.15899538  0.28148443  0.41529745]
1103485105891434497_twitter,i forgot all about my steak in the damn sink 🤦 🏼 ‍ ♀ ️ ion even wanna cook the bitch now,offensive,[-0.8497863  0.9968623  0.6711094]
1103932550026735618_twitter,<user> remember when her dad hung out with a ukrainian neo nazi or when he called his captors gooks,offensive,[-0.85077053  1.2129979   0.44615257]
11042138_gab,i did not say anything about the violence in chicago other than a lot of people are responsible for it lol,normal,[-0.83178985  1.1135013   0.48075822]
1104770995611680769_twitter,<user> add ironic as the fake judge is a first generation lebanese american her parents were lebanese immigrants,normal,[-0.6713086   0.91023237  0.46072194]
1104959890693517312_twitter,<user> oh boy you are a retard but can be chill you remind me of the kid we used to fuck in the locker room before gym,hatespeech,[-0.6822099  0.3979854  1.312417 ]
1105548506306170882_twitter,<user> i can not decide if you are retarded or a troll,offensive,[-0.15813895 -0.0843363   1.2625097 ]
1105564033632165888_twitter,<user> reported for targeted harassment,normal,[-1.0964402   1.6853185   0.34612522]
11058354_gab,we sound stupid when we talk ghetto remember white women calling jewelry bling it was embarrassing to hear my favorite is white guys wearing their pants below their asses whoever told them this was cool,offensive,[-0.92221683  1.0252452   0.71684617]
1105927818184056832_twitter,anyways shit man the rainbow flag represents lesbians better than that pink knock off garbage fire one,offensive,[-0.20672274  0.36838138  0.42019087]
1106029081299058688_twitter,<user> <user> could it be possible to sound more like a faggot,offensive,[-0.22711295  0.11174996  0.8507944 ]
1106389762066124801_twitter,<user> the shooters must be muslim,offensive,[-0.83950716  1.0042015   0.5731893 ]
1107036788005179392_twitter,<user> <user> are you retarded,offensive,[-1.1376594  0.7761355  1.7259973]
1107038725773627393_twitter,noir is so good you gays,offensive,[-0.64984286  0.7983541   0.44194534]
1107384378328563713_twitter,<user> you ’ re retarded if you believe this,offensive,[-0.47320297  0.06199831  1.5012281 ]
11084491_gab,definition of white privilege,normal,[-0.7236974   1.1838255   0.15503049]
1108816043865042945_twitter,people calling undocumented immigrants labor unskilled are dumb af ya ever built a house shit ain ’ t easy,normal,[-0.6167632   0.7023631   0.66620404]
1109087701960146945_twitter,<user> 😂 😂 tell me about it they have been co opted by immigrants that why 🤷 🏽 ‍ ♀ ️,normal,[-0.81743985  1.2232788   0.41505352]
1109465612970065921_twitter,<user> <user> i ’ m not on about your beef i was talking about calyko being retarded but yours also needs to stop,normal,[-1.123215    1.2604512   0.85792655]
1109817267590709249_twitter,chike ofili it propaganda to say ifeanyi okowa mentioned the name of ipob god chukwuokikeabiama it a lie from pit of hell,normal,[-0.4735884   0.7561091   0.32258132]
1110069233860268032_twitter,if your humor is based on racism homophobia sexism and rape you ’ re not fucking funny go home,normal,[-0.57377136  0.7126662   0.44246432]
1110149041239789568_twitter,<user> <user> you decide to follow his twitter and rant about his posts retard,offensive,[-0.97485983  0.9867295   0.9797158 ]
1111868668147724289_twitter,i just found out my term is called queer curious so basically no one likes my type but the girls low key live ✨,normal,[-1.0598639   1.2688826   0.68549556]
1112193907033550848_twitter,<user> you me being retarded elderly pepo,normal,[-1.2652497  1.1201335  1.3061658]
1112504910485118979_twitter,<user> you ’ ll be my next homorable mention 🤧,normal,[-1.1006916   1.4447402   0.57709706]
1112706085926912000_twitter,rt if your account is a safe place for lgbtq members poc muslims women people from every nation,normal,[-0.528325    0.6089638   0.52341926]
1113385345582759936_twitter,good morning everyone except illegal aliens and avocados 😂,offensive,[-0.61506504  0.5192088   0.88375515]
11135587_gab,what an absolutely beautiful video this is germany under hitler was as close to paradise as the beleagurd goyim shall ever see the jews won ww1 and ww2 the jews are now orchestrating ww3 godspeed my friends i love u,hatespeech,[ 0.08446804 -0.06624848  0.44393954]
1114145629935108096_twitter,<user> he ’ just gay in general no stipulations are needed,offensive,[-1.043169    1.1090577   0.84673697]
11145758_gab,all they have to do is recognize that mass immigration is not politically possible that the battle over it will only intensify and eventually spill over into political violence as the demographic balance shifts at that point even liberals will start looking for the exits,normal,[-0.5789548   0.8708076   0.33677316]
1115292264597741570_twitter,<user> just shut up jihadi and whole country will burn you if you oppose,hatespeech,[-0.411803    0.5436275   0.43588167]
11154758_gab,excuse me oh no i wasn t born into incest that was birthed out of the anus of a wunder you will have to take that up with that fat ginger state goobering retard lol,offensive,[-0.2713347  0.2443012  0.7208066]
1115697903681527808_twitter,if you ’ re an army that is republican you are not welcome here we hate you,hatespeech,[-0.26055196  0.22170445  0.60585254]
1115764597720408064_twitter,do the democrats feel white privilege or white racists are the problem these retards are retarted,offensive,[-0.2628608   0.33867523  0.54839826]
1115973667014496256_twitter,<user> there was no moslem ban,normal,[-0.741028    1.2212036   0.28067538]
1116522029207810048_twitter,tell your kids about today how king ermias united the ghettos of america even if it ’ just for a day 🏁,offensive,[-0.41877717  0.59122974  0.4205878 ]
